27622,-0.44,7.98,11698,16189,13.50598,15.3
27650,-0.44,7.98,11694,16197,14.66809,15.3
27677,-0.37,7.98,11692,16202,15.33789,15.3
27705,-0.44,7.98,11693,16207,15.66833,15.3
28086,-0.44,7.84,11695,16200,14.82104,15.3
28112,-0.44,7.84,11702,16198,13.85193,15.3
28140,-0.44,7.76,11709,16200,13.23743,15.3
28168,-0.51,7.76,11715,16202,12.73621,15.3
28194,-0.44,7.62,11721,16205,12.32361,15.3
28691,-0.51,8.06,11716,16204,12.80041,15.3
28718,-0.44,7.91,11711,16211,13.98706,15.3
28745,-0.51,8.06,11710,16219,14.80969,15.3
28773,-0.44,8.06,11711,16226,15.31763,15.3
28801,-0.44,8.13,11712,16230,15.5592,15.3
29177,-0.44,7.91,11713,16221,14.6477,15.3
29204,-0.51,7.91,11717,16216,13.75171,15.3
29232,-0.44,8.06,11722,16214,13.00879,15.3
29259,-0.51,7.98,11726,16215,12.6449,15.3
29287,-0.51,7.91,11730,16216,12.28125,15.3
29785,-0.44,8.2,11721,16217,13.38806,15.3
29811,-0.44,8.2,11709,16226,15.54382,15.3
29839,-0.51,8.2,11701,16233,17.06958,15.3
29867,-0.44,8.28,11697,16238,17.9657,15.3
29894,-0.44,8.2,11695,16241,18.45801,15.3
30399,-0.44,7.62,11699,16227,16.76367,15.3
30426,-0.51,7.62,11709,16215,14.56799,15.3
30453,-0.44,7.62,11717,16208,13.04211,15.3
30481,-0.44,7.62,11724,16204,11.89551,15.3
30509,-0.44,7.62,11731,16204,11.10364,15.3
31058,-0.51,7.98,11728,16200,11.08813,15.3
31085,-0.37,7.91,11725,16204,11.78235,15.3
31113,-0.44,7.91,11725,16210,12.31457,15.3
31140,-0.51,7.91,11725,16214,12.66943,15.3
31168,-0.37,8.06,11725,16218,13.02417,15.3
31634,-0.51,8.28,11718,16216,13.63867,15.3
31661,-0.37,8.28,11710,16222,15.07581,15.3
31688,-0.44,8.35,11705,16228,16.17371,15.3
31716,-0.51,8.28,11702,16233,16.95654,15.3
31744,-0.44,8.28,11701,16235,17.24707,15.3
32195,-0.44,8.13,11702,16225,16.24695,15.3
32222,-0.37,7.98,11707,16218,15.0603,15.3
32249,-0.37,7.91,11713,16216,14.20422,15.3
32277,-0.44,7.76,11717,16216,13.75171,15.3
32305,-0.44,7.69,11720,16216,13.41235,15.3
32754,-0.51,8.13,11719,16208,12.81592,15.3
32781,-0.51,8.13,11720,16204,12.3479,15.3
32808,-0.44,7.91,11722,16204,12.1217,15.3
32836,-0.44,7.98,11724,16205,11.98425,15.3
32863,-0.44,8.06,11725,16206,11.95972,15.3
33375,-0.51,8.42,11717,16204,12.68726,15.3
33402,-0.37,8.28,11709,16210,14.12451,15.3
33429,-0.44,8.35,11704,16216,15.22229,15.3
33457,-0.37,8.35,11701,16220,15.9165,15.3
33484,-0.44,8.35,11700,16223,16.29578,15.3
33894,-0.51,8.13,11700,16213,15.40869,15.3
33921,-0.51,7.91,11703,16208,14.62585,15.3
33948,-0.44,8.13,11706,16208,14.2865,15.3
33976,-0.44,8.13,11708,16208,14.0603,15.3
34002,-0.44,7.91,11710,16209,13.92261,15.3
34429,-0.44,8.28,11709,16201,13.32617,15.3
34457,-0.37,8.28,11710,16197,12.85815,15.3
34484,-0.44,8.28,11712,16198,12.7207,15.3
34511,-0.51,8.35,11713,16199,12.69629,15.3
34539,-0.51,8.35,11714,16201,12.7605,15.3
35016,-0.44,8.72,11707,16201,13.55237,15.3
35043,-0.44,8.5,11698,16210,15.36877,15.3
35070,-0.37,8.5,11693,16219,16.73279,15.3
35098,-0.51,8.42,11690,16226,17.69312,15.3
35125,-0.44,8.2,11689,16229,18.07227,15.3
35612,-0.51,7.91,11691,16217,16.78162,15.3
35639,-0.37,7.98,11696,16208,15.41772,15.3
35666,-0.44,7.91,11701,16204,14.49719,15.3
35694,-0.44,7.98,11706,16202,13.75427,15.3
35722,-0.44,7.91,11710,16201,13.21301,15.3
36178,-0.44,8.2,11709,16193,12.61658,15.3
36205,-0.37,8.2,11710,16190,12.2373,15.3
36233,-0.51,8.28,11711,16192,12.30164,15.3
36260,-0.44,8.28,11712,16195,12.45459,15.3
36288,-0.51,8.2,11713,16197,12.5188,15.3
36776,-0.44,8.42,11708,16193,12.72974,15.3
36803,-0.51,8.42,11703,16197,13.65002,15.3
36831,-0.44,8.42,11700,16202,14.43298,15.3
36858,-0.44,8.2,11699,16207,14.98962,15.3
36885,-0.51,8.28,11698,16211,15.45752,15.3
37257,-0.51,8.35,11697,16204,14.94971,15.3
37283,-0.44,8.35,11698,16200,14.48169,15.3
37311,-0.44,8.42,11699,16200,14.36865,15.3
37339,-0.44,8.35,11701,16201,14.23108,15.3
37366,-0.44,8.35,11702,16202,14.20679,15.3
37781,-0.44,8.42,11700,16194,13.72327,15.3
37808,-0.44,8.35,11700,16190,13.36853,15.3
37835,-0.44,8.42,11700,16189,13.27978,15.3
37863,-0.51,8.42,11701,16190,13.25537,15.3
37891,-0.44,8.42,11703,16192,13.20654,15.3
38349,-0.51,8.72,11694,16194,14.40198,15.3
38376,-0.51,8.57,11684,16204,16.42029,15.3
38404,-0.44,8.57,11678,16213,17.89734,15.3
38431,-0.44,8.57,11673,16221,19.17249,15.3
38458,-0.51,8.57,11670,16225,19.8667,15.3
39024,-0.51,7.62,11673,16210,18.19678,15.3
39051,-0.59,7.84,11682,16197,16.02551,15.3
39078,-0.51,7.84,11691,16189,14.29785,15.3
39106,-0.51,7.84,11698,16186,13.23987,15.3
39133,-0.51,7.84,11704,16184,12.38379,15.3
39627,-0.44,8.42,11702,16178,12.07788,15.3
39654,-0.51,8.2,11702,16180,12.25525,15.3
39682,-0.44,8.2,11703,16184,12.49695,15.3
39709,-0.44,8.42,11704,16188,12.73853,15.3
39736,-0.44,8.42,11705,16192,12.98035,15.3
40204,-0.44,8.2,11701,16189,13.16663,15.3
40230,-0.51,8.35,11696,16196,14.35327,15.3
40258,-0.44,8.35,11695,16203,15.08716,15.3
40286,-0.44,8.35,11694,16208,15.64392,15.3
40313,-0.44,8.35,11693,16213,16.20056,15.3
40719,-0.51,8.42,11693,16204,15.40222,15.3
40745,-0.51,8.2,11695,16200,14.82104,15.3
40773,-0.44,7.91,11696,16201,14.79675,15.3
40801,-0.44,8.13,11699,16202,14.54614,15.3
40828,-0.44,7.91,11701,16205,14.58594,15.3
41226,-0.44,8.2,11700,16196,13.90076,15.3
41252,-0.44,8.2,11701,16192,13.43274,15.3
41280,-0.44,8.2,11702,16193,13.40845,15.3
41308,-0.51,8.35,11704,16196,13.44824,15.3
41334,-0.44,8.28,11706,16198,13.39941,15.3
41784,-0.44,8.42,11703,16190,13.02917,15.3
41810,-0.44,8.35,11702,16188,12.96484,15.3
41838,-0.51,8.35,11702,16188,12.96484,15.3
41866,-0.51,8.42,11702,16191,13.23096,15.3
41892,-0.44,8.35,11702,16194,13.49707,15.3
42338,-0.44,8.5,11697,16192,13.88525,15.3
42364,-0.37,8.57,11692,16198,14.98303,15.3
42392,-0.44,8.72,11689,16205,15.94336,15.3
42420,-0.51,8.57,11688,16211,16.58875,15.3
42447,-0.44,8.5,11687,16216,17.14539,15.3
42895,-0.51,7.91,11687,16207,16.34705,0
42921,-0.51,8.13,11691,16201,15.3623,0
42949,-0.51,8.13,11694,16200,14.9342,0
42977,-0.44,8.13,11697,16201,14.68359,0
43004,-0.44,8.13,11700,16203,14.52161,0
43770,-0.44,6.81,11693,16189,14.07166,0
43797,-0.44,6.88,11686,16180,14.06506,0
43825,-0.51,6.81,11684,16169,13.31567,0
43852,-0.51,6.81,11685,16159,12.31543,0
43879,-0.51,6.88,11688,16157,11.79871,0
44645,-0.51,4.98,11691,16142,10.12878,0
44672,-0.44,5.05,11700,16123,7.42529,0
44699,-0.51,5.2,11708,16112,5.54468,0
44726,-0.51,5.2,11714,16113,4.95459,0
44753,-0.59,4.98,11721,16113,4.16284,0
45303,-0.59,4.1,11724,16100,2.67029,0
45330,-0.51,4.1,11732,16092,1.05566,0
45358,-0.51,4.17,11740,16089,-0.11536,0
45385,-0.51,4.1,11748,16087,-1.19788,0
45412,-0.51,4.1,11755,16087,-1.98962,0
45865,-0.51,3.66,11757,16073,-3.45776,0
45892,-0.51,3.59,11762,16061,-5.08777,0
45919,-0.44,3.52,11766,16062,-5.45154,0
45946,-0.51,3.52,11770,16067,-5.46045,0
45974,-0.51,3.52,11774,16072,-5.46948,0
46580,-0.51,1.98,11770,16062,-5.90393,0
46607,-0.51,1.9,11768,16062,-5.67773,0
46635,-0.51,1.98,11769,16069,-5.17004,0
46662,-0.44,1.9,11770,16075,-4.75085,0
46689,-0.51,1.9,11772,16078,-4.71106,0
47262,-0.51,0.88,11775,16075,-5.31653,0
47289,-0.44,0.88,11784,16084,-5.53625,0
47316,-0.51,1.1,11792,16093,-5.64282,0
47344,-0.51,0.95,11799,16102,-5.63635,0
47371,-0.51,0.88,11805,16111,-5.51672,0
47979,-0.44,0.51,11807,16105,-6.27527,0
48006,-0.37,0.29,11814,16107,-6.88953,0
48033,-0.51,0.51,11820,16113,-7.03601,0
48061,-0.44,0.29,11824,16120,-6.86768,0
48089,-0.44,0.29,11826,16132,-6.02942,0
48719,-0.51,0.22,11825,16130,-6.09375,0
48746,-0.51,0.15,11826,16137,-5.58582,0
48774,-0.44,0.15,11828,16145,-5.10254,0
48801,-0.44,0.15,11830,16153,-4.61914,0
48829,-0.44,0.07,11832,16161,-4.13562,0
49375,-0.51,0.07,11830,16156,-4.35303,0
49401,-0.59,0.15,11830,16159,-4.08691,0
49429,-0.59,0.07,11831,16165,-3.66785,0
49457,-0.44,0.07,11833,16171,-3.36182,0
49484,-0.44,0.15,11835,16177,-3.05579,0
49984,-0.51,0,11834,16171,-3.47498,-15.3
50012,-0.44,0.15,11834,16172,-3.38623,-15.3
50038,-0.44,0.15,11835,16176,-3.14453,-15.3
50066,-0.51,0.07,11837,16180,-3.01599,-15.3
50094,-0.37,0.15,11838,16185,-2.68567,-15.3
50860,6.01,0.15,11830,16164,-3.64331,-15.3
50886,6.01,0.15,11820,16138,-4.81848,-15.3
50914,6.01,0.22,11810,16122,-5.10657,-15.3
50940,6.08,0.15,11803,16112,-5.20178,-15.3
50968,6.01,0.15,11803,16104,-5.91138,-15.3
51734,7.32,0.07,11797,16083,-7.09546,-15.3
51761,7.32,0.07,11788,16059,-8.2063,-15.3
51788,7.32,0.07,11783,16044,-8.97119,-15.3
51815,7.32,0.07,11781,16034,-9.63208,-15.3
51843,7.32,0.15,11779,16027,-10.02686,-15.3
52441,7.69,0.15,11773,16007,-11.12207,-15.3
52467,7.69,0.07,11768,15985,-12.50806,-15.3
52495,7.76,0.15,11767,15971,-13.63672,-15.3
52523,7.76,0.15,11764,15963,-14.00696,-15.3
52549,7.69,0,11764,15957,-14.53918,-15.3
52948,7.69,0.15,11765,15950,-15.27332,-15.3
52975,7.69,0.07,11769,15950,-15.72583,-15.3
53003,7.69,0.07,11771,15953,-15.68591,-15.3
53030,7.69,0.07,11774,15956,-15.75916,-15.3
53057,7.69,0.15,11777,15959,-15.8324,-15.3
53446,7.54,0.07,11777,15954,-16.27588,-15.3
53473,7.54,0.07,11781,15954,-16.72839,-15.3
53500,7.54,0.07,11785,15958,-16.82617,-15.3
53528,7.54,0.07,11788,15963,-16.72192,-15.3
53556,7.54,0.15,11791,15967,-16.70654,-15.3
53982,7.32,0.07,11792,15962,-17.26306,-15.3
54008,7.32,0.07,11795,15964,-17.42505,-15.3
54036,7.32,0.07,11800,15969,-17.54712,-15.3
54064,7.32,0.22,11803,15974,-17.44299,-15.3
54090,7.4,0.07,11806,15979,-17.33887,-15.3
54546,7.1,0.15,11804,15979,-17.11255,-15.3
54573,7.03,0.15,11803,15988,-16.20117,-15.3
54600,7.1,0.22,11803,15999,-15.22534,-15.3
54628,7.1,0.15,11804,16007,-14.62878,-15.3
54656,7.1,0.15,11806,16014,-14.23413,-15.3
55067,7.25,0.07,11805,16007,-14.74194,-15.3
55094,7.18,0.07,11808,16005,-15.25867,-15.3
55121,7.03,0.07,11811,16007,-15.42065,-15.3
55149,7.18,0.15,11813,16009,-15.4696,-15.3
55177,7.03,0.22,11815,16011,-15.51831,-15.3
55552,7.18,0.07,11814,16005,-15.93738,-15.3
55578,7.18,0.22,11815,16004,-16.13928,-15.3
55606,7.18,0.07,11816,16005,-16.1637,-15.3
55633,7.18,0.07,11818,16007,-16.21253,-15.3
55661,7.18,0.07,11820,16011,-16.08386,-15.3
56061,7.03,-0.15,11819,16005,-16.50305,-15.3
56088,7.25,0.15,11821,16005,-16.72925,-15.3
56116,7.03,0.07,11822,16007,-16.66504,-15.3
56143,7.18,0.07,11824,16011,-16.53638,-15.3
56171,7.03,0.15,11827,16014,-16.60962,-15.3
56594,6.81,0.22,11822,16015,-15.95544,-15.3
56621,6.81,0.15,11817,16025,-14.50269,-15.3
56648,6.81,0.15,11815,16034,-13.47815,-15.3
56676,6.88,0.07,11815,16042,-12.76855,-15.3
56704,6.81,0.15,11816,16049,-12.26074,-15.3
57203,7.32,0.07,11816,16036,-13.41394,-15.3
57230,7.32,0.07,11818,16024,-14.70459,-15.3
57257,7.32,0.07,11822,16018,-15.68933,-15.3
57285,7.4,0.15,11824,16014,-16.27026,-15.3
57312,7.47,0.07,11825,16012,-16.56091,-15.3
57733,7.1,0.07,11824,16005,-17.0686,-15.3
57759,7.1,0.07,11825,16004,-17.27051,-15.3
57787,7.1,0.07,11827,16006,-17.31934,-15.3
57815,7.18,0.07,11828,16009,-17.16638,-15.3
57841,7.1,0.15,11829,16012,-17.01331,-15.3
58283,6.88,0.07,11825,16009,-16.82703,-15.3
58309,6.96,0.07,11822,16014,-16.04407,-15.3
58337,6.81,0.22,11822,16021,-15.42322,-15.3
58364,6.88,0.15,11822,16028,-14.80225,-15.3
58392,6.81,0.07,11823,16034,-14.38306,-15.3
58798,7.03,0.22,11822,16026,-14.97961,-15.3
58824,7.18,0.07,11824,16024,-15.3833,-15.3
58852,7.25,0.07,11825,16025,-15.40771,-15.3
58880,6.96,0.07,11827,16027,-15.45654,-15.3
58907,6.96,0.07,11830,16029,-15.61841,-15.3
59288,6.74,0.07,11829,16021,-16.21497,-15.3
59315,6.96,0.07,11830,16018,-16.59424,-15.3
59342,6.96,0.07,11831,16020,-16.52991,-15.3
59370,6.88,0.15,11832,16023,-16.37683,-15.3
59398,6.96,0.07,11834,16026,-16.33704,-15.3
59809,6.59,0.07,11832,16022,-16.46558,-15.3
59836,6.74,0,11832,16023,-16.37683,-15.3
59864,6.88,0.07,11833,16027,-16.13525,-15.3
59891,6.81,0.07,11835,16032,-15.91785,-15.3
59919,6.81,0.07,11837,16036,-15.78943,-15.3
60305,6.67,0.15,11834,16032,-15.80481,-15.3
60332,6.67,0.07,11832,16035,-15.31238,-15.3
60359,6.74,0.07,11832,16039,-14.95764,-15.3
60387,6.67,0.15,11833,16044,-14.6272,-15.3
60413,6.67,0.07,11834,16048,-14.38562,-15.3
60820,6.81,0.15,11832,16040,-14.8689,-15.3
60847,6.88,0,11832,16036,-15.22375,-15.3
60874,6.88,0.15,11833,16036,-15.33691,-15.3
60902,6.88,0.22,11833,16038,-15.15942,-15.3
60929,6.88,0.07,11835,16040,-15.20825,-15.3
61299,6.81,0.07,11833,16032,-15.69165,-15.3
61326,6.81,0.07,11833,16030,-15.86914,-15.3
61353,6.88,0.07,11834,16031,-15.89355,-15.3
61381,6.67,0.07,11835,16033,-15.82922,-15.3
61408,6.81,0.15,11836,16036,-15.67627,-15.3
61790,6.81,0.15,11835,16029,-16.18396,-15.3
61816,6.88,0.15,11836,16028,-16.38586,-15.3
61844,6.74,0.07,11837,16030,-16.32166,-15.3
61872,6.74,0.07,11838,16032,-16.25732,-15.3
61898,6.81,0.07,11840,16034,-16.30615,-15.3
62309,6.59,0.07,11836,16031,-16.11975,-15.3
62336,6.59,0.15,11834,16035,-15.5387,-15.3
62363,6.52,0.07,11833,16041,-14.89331,-15.3
62391,6.45,0.07,11834,16046,-14.56299,-15.3
62418,6.67,0.07,11835,16051,-14.23254,-15.3
62831,6.81,0.15,11833,16043,-14.71594,-15.3
62858,6.81,0.07,11832,16040,-14.8689,-15.3
62885,6.96,0.07,11833,16041,-14.89331,-15.3
62913,6.81,0.07,11834,16042,-14.91785,-15.3
62940,6.81,0.07,11835,16044,-14.85339,-15.3
63325,6.81,0.15,11834,16036,-15.45007,-15.3
63351,6.96,0.22,11834,16033,-15.71619,-15.3
63379,6.88,0.07,11835,16034,-15.74048,-15.3
63407,6.88,0.07,11837,16036,-15.78943,-15.3
63433,6.88,0,11838,16038,-15.7251,-15.3
63818,6.81,0.15,11836,16032,-16.03101,-15.3
63845,6.88,0.15,11837,16031,-16.23291,-15.3
63873,6.81,0.07,11839,16033,-16.28174,-15.3
63900,6.81,0.07,11839,16036,-16.01563,-15.3
63927,6.81,0.15,11840,16039,-15.86267,-15.3
64317,6.67,0.07,11838,16033,-16.1687,-15.3
64344,6.45,0.22,11838,16033,-16.1687,-15.3
64371,6.67,0.15,11839,16035,-16.10425,-15.3
64399,6.67,0.07,11840,16038,-15.95129,-15.3
64427,6.45,-0.15,11842,16041,-15.91138,-15.3
64819,6.52,0.22,11840,16036,-16.12878,-15.3
64845,6.59,0.07,11839,16037,-15.92688,-15.3
64873,6.59,0.07,11840,16041,-15.68518,-15.3
64901,6.59,0.07,11841,16045,-15.4436,-15.3
64928,6.59,0.15,11842,16048,-15.29053,-15.3
65294,6.67,0.07,11840,16041,-15.68518,-15.3
65320,6.59,0.07,11841,16040,-15.88708,-15.3
65348,6.59,0.07,11843,16042,-15.93591,-15.3
65376,6.59,0.07,11845,16045,-15.896,-15.3
65402,6.59,0.07,11846,16048,-15.74304,-15.3
65788,6.3,0.07,11838,16047,-14.92676,-15.3
65815,6.52,0.07,11831,16055,-13.42529,-15.3
65843,6.59,0.07,11828,16063,-12.37634,-15.3
65870,6.52,0.07,11825,16069,-11.50476,-15.3
65897,6.52,0.07,11824,16075,-10.85937,-15.3
66458,7.25,0.07,11824,16055,-12.63342,-15.3
66485,7.25,0.15,11828,16030,-15.30359,-15.3
66512,7.25,0.15,11831,16015,-16.97351,-15.3
66539,7.18,0.07,11832,16006,-17.88489,-15.3
66567,7.25,0.07,11835,16000,-18.75647,-15.3
67085,6.45,0.15,11831,15998,-18.48145,-15.3
67111,6.67,0.07,11829,16006,-17.54553,-15.3
67139,6.45,0.22,11828,16015,-16.63416,-15.3
67167,6.45,0.15,11827,16022,-15.90002,-15.3
67193,6.52,0.07,11828,16029,-15.39221,-15.3
67564,6.67,0.15,11828,16024,-15.83582,-15.3
67591,6.59,0.15,11830,16025,-15.97327,-15.3
67618,6.67,0.07,11833,16028,-16.04651,-15.3
67646,6.67,0.15,11836,16032,-16.03101,-15.3
67673,6.67,0.07,11838,16036,-15.90259,-15.3
68065,6.59,0.07,11835,16033,-15.82922,0
68091,6.59,0.15,11833,16037,-15.24817,0
68119,6.59,0.15,11833,16043,-14.71594,0
68146,6.59,0,11834,16048,-14.38562,0
68173,6.67,0.15,11835,16052,-14.1438,0
68940,5.27,0,11825,16050,-13.19006,0
68967,5.27,0.15,11811,16053,-11.34021,0
68995,5.27,0.07,11804,16059,-10.01611,0
69022,5.27,0.15,11801,16068,-8.87842,0
69049,5.27,0.07,11797,16075,-7.80518,0
69758,3.37,0.15,11790,16067,-7.7229,0
69785,3.37,0,11778,16067,-6.36548,0
69812,3.37,0.07,11770,16067,-5.46045,0
69839,3.37,0.07,11764,16068,-4.69299,0
69867,3.37,0.22,11763,16074,-4.04773,0
70411,2.05,0.15,11765,16073,-4.36267,0
70437,2.05,0.07,11773,16081,-4.55798,0
70465,2.12,0.07,11781,16092,-4.48718,0
70492,2.12,0.07,11789,16102,-4.50513,0
70519,2.12,0.07,11794,16112,-4.18372,0
71070,0.88,0.07,11780,16108,-2.95483,0
71097,0.88,0.07,11762,16113,-0.4751,0
71124,1.1,0.07,11748,16120,1.72937,0
71152,0.81,0,11739,16127,3.36853,0
71179,1.1,0.07,11739,16129,3.5459,0
71701,0.07,0.07,11743,16124,2.6499,0
71728,0.07,0.15,11755,16126,1.46985,0
71755,0.07,0.07,11765,16130,0.69348,0
71783,0.07,0.15,11774,16136,0.20764,0
71810,0.07,0.07,11782,16141,-0.25391,0
72187,0.07,0.07,11784,16135,-1.01233,0
72214,0.07,0,11791,16137,-1.62671,0
72242,0.07,0.07,11796,16141,-1.83752,0
72268,0.07,0.07,11802,16146,-2.07263,0
72296,0.07,0.07,11807,16151,-2.19482,0
72758,-0.29,0.22,11804,16150,-1.94409,0
72784,-0.22,0.07,11803,16158,-1.12134,0
72812,-0.29,0.07,11805,16165,-0.72668,0
72839,-0.22,0.15,11809,16170,-0.73572,0
72866,-0.07,0.07,11814,16173,-1.03516,0
73278,-0.37,0.15,11814,16165,-1.74475,0
73305,-0.37,0.07,11817,16162,-2.35022,0
73332,-0.37,0.07,11821,16165,-2.53662,0
73359,-0.37,0.07,11823,16167,-2.58533,0
73387,-0.37,0.07,11825,16171,-2.45691,0
73861,-0.37,0.07,11821,16166,-2.44788,0
73887,-0.44,0.07,11814,16182,-0.23682,0
73915,-0.44,0.07,11813,16192,0.76331,0
73943,-0.44,0.22,11814,16198,1.1825,0
73969,-0.44,0.07,11817,16201,1.10925,0
74384,-0.44,0.15,11817,16192,0.31091,0
74411,-0.51,0.07,11819,16187,-0.35889,0
74438,-0.37,0.07,11822,16185,-0.87573,0
74465,-0.51,0.07,11825,16186,-1.12634,0
74492,-0.37,0.07,11828,16187,-1.37695,0
74919,-0.44,0.07,11827,16179,-1.97351,15.3
74946,-0.44,0.15,11829,16176,-2.46582,15.3
74974,-0.44,0.15,11832,16176,-2.80518,15.3
75001,-0.51,0.07,11834,16177,-2.94275,15.3
75029,-0.44,0.15,11837,16179,-3.10474,15.3
75795,-0.44,5.64,11819,16170,-1.86694,15.3
75822,-0.51,5.71,11795,16162,0.13843,15.3
75849,-0.44,5.64,11781,16155,1.1012,15.3
75876,-0.44,5.64,11770,16150,1.90198,15.3
75904,-0.51,5.71,11761,16149,2.83142,15.3
76670,-0.44,7.54,11749,16144,3.74524,15.3
76697,-0.44,7.47,11735,16143,5.24023,15.3
76725,-0.51,7.54,11728,16141,5.85461,15.3
76751,-0.44,7.47,11721,16143,6.82397,15.3
76779,-0.44,7.32,11717,16150,7.89722,15.3
77470,-0.44,8.2,11709,16147,8.53613,15.3
77497,-0.51,8.35,11698,16152,10.224,15.3
77524,-0.51,8.28,11692,16163,11.87842,15.3
77552,-0.51,8.13,11688,16169,12.86316,15.3
77580,-0.51,8.13,11686,16174,13.53284,15.3
78023,-0.51,8.28,11684,16172,13.58179,15.3
